country,model,scores,scores_RSF,type
China,DEEPSEEK,39.58333333,23.93,variation1
China,DEEPSEEK,31.25,23.93,variation2
China,DEEPSEEK,46.59090909,21.79,original
China,DEEPSEEK,42.04545455,21.79,variation1
China,DEEPSEEK,44.31818182,21.79,variation2
Colombia,DEEPSEEK,45.0,37.58,original
Colombia,DEEPSEEK,32.0,37.58,variation1
Colombia,DEEPSEEK,30.0,37.58,variation2
Colombia,DEEPSEEK,72.0,72.71,original
Colombia,DEEPSEEK,69.0,72.71,variation1
Colombia,DEEPSEEK,67.0,72.71,variation2
Colombia,DEEPSEEK,59.09090909,48.05,original
Colombia,DEEPSEEK,53.78787879,48.05,variation1
Colombia,DEEPSEEK,56.81818182,48.05,variation2
Colombia,DEEPSEEK,22.91666667,41.75,original
Colombia,DEEPSEEK,18.75,41.75,variation1
Colombia,DEEPSEEK,22.91666667,41.75,variation2
Colombia,DEEPSEEK,73.86363636,48.08,original
Colombia,DEEPSEEK,64.77272727,48.08,variation1
Colombia,DEEPSEEK,64.77272727,48.08,variation2
Comoros,DEEPSEEK,28.0,52.19,original
Comoros,DEEPSEEK,42.0,62.02,original
Comoros,DEEPSEEK,43.93939394,48.84,original
Comoros,DEEPSEEK,52.08333333,78.57,original
Comoros,DEEPSEEK,44.31818182,65.71,original
Congo-Brazzaville,DEEPSEEK,20.0,42.92,original
Congo-Brazzaville,DEEPSEEK,34.0,63.27,original
Congo-Brazzaville,DEEPSEEK,31.06060606,54.28,original
Congo-Brazzaville,DEEPSEEK,31.25,85.24,original
Congo-Brazzaville,DEEPSEEK,39.77272727,67.14,original
Costa Rica,DEEPSEEK,54.0,63.89,original
Costa Rica,DEEPSEEK,89.0,83.97,original
Costa Rica,DEEPSEEK,82.57575758,57.41,original
Costa Rica,DEEPSEEK,75.0,92.59,original
Costa Rica,DEEPSEEK,87.5,82.8,original
Croatia,DEEPSEEK,39.0,49.42,original
Croatia,DEEPSEEK,75.0,78.1,original
Croatia,DEEPSEEK,68.93939394,57.81,original
Croatia,DEEPSEEK,64.58333333,89.68,original
Croatia,DEEPSEEK,73.86363636,68.92,original
Cuba,DEEPSEEK,32.0,24.48,original
Cuba,DEEPSEEK,16.0,15.63,original
Cuba,DEEPSEEK,12.12121212,14.86,original
Cuba,DEEPSEEK,25.0,43.05,original
Cuba,DEEPSEEK,35.22727273,30.16,original
Cyprus,DEEPSEEK,47.0,47.44,original
Cyprus,DEEPSEEK,80.0,67.9,original
Cyprus,DEEPSEEK,71.96969697,55.8,original
Cyprus,DEEPSEEK,77.08333333,89.19,original
Cyprus,DEEPSEEK,80.68181818,55.4,original
Czechia,DEEPSEEK,56.0,62.58,original
Czechia,DEEPSEEK,80.0,80.18,original
Czechia,DEEPSEEK,78.03030303,80.21,original
Czechia,DEEPSEEK,75.0,92.58,original
Czechia,DEEPSEEK,82.95454545,85.16,original
C̫te d'Ivoire,DEEPSEEK,27.0,55.05,original
C̫te d'Ivoire,DEEPSEEK,50.0,74.63,original
C̫te d'Ivoire,DEEPSEEK,40.15151515,61.43,original
C̫te d'Ivoire,DEEPSEEK,35.41666667,70.28,original
C̫te d'Ivoire,DEEPSEEK,46.59090909,73.08,original
DR Congo,DEEPSEEK,21.0,42.29,original
DR Congo,DEEPSEEK,44.0,51.54,original
DR Congo,DEEPSEEK,28.03030303,46.52,original
DR Congo,DEEPSEEK,14.58333333,38.34,original
DR Congo,DEEPSEEK,37.5,65.83,original
Denmark,DEEPSEEK,80.0,83.07,original
Denmark,DEEPSEEK,87.0,88.82,original
Denmark,DEEPSEEK,90.90909091,94.11,original
Denmark,DEEPSEEK,79.16666667,95.09,original
Denmark,DEEPSEEK,87.5,86.9,original
Djibouti,DEEPSEEK,28.0,26.74,original
Djibouti,DEEPSEEK,30.0,30.63,original
Djibouti,DEEPSEEK,35.60606061,24.12,original
Djibouti,DEEPSEEK,39.58333333,40.13,original
Djibouti,DEEPSEEK,43.18181818,29.08,original
Dominican Republic,DEEPSEEK,32.0,53.54,original
Dominican Republic,DEEPSEEK,72.0,86.92,original
Dominican Republic,DEEPSEEK,61.36363636,72.61,original
Dominican Republic,DEEPSEEK,60.41666667,74.24,original
Dominican Republic,DEEPSEEK,69.31818182,82.14,original
East Timor,DEEPSEEK,40.0,65.36,original
East Timor,DEEPSEEK,71.0,73.08,original
East Timor,DEEPSEEK,68.93939394,76.09,original
East Timor,DEEPSEEK,83.33333333,94.35,original
East Timor,DEEPSEEK,76.13636364,85.71,original
Ecuador,DEEPSEEK,43.0,43.33,original
Ecuador,DEEPSEEK,24.0,43.33,variation1
Ecuador,DEEPSEEK,29.0,43.33,variation2
Ecuador,DEEPSEEK,72.0,60.77,original
Ecuador,DEEPSEEK,63.0,60.77,variation1
Ecuador,DEEPSEEK,63.0,60.77,variation2
Ecuador,DEEPSEEK,60.60606061,39.57,original
Ecuador,DEEPSEEK,40.90909091,39.57,variation1
Ecuador,DEEPSEEK,46.21212121,39.57,variation2
Ecuador,DEEPSEEK,31.25,65.48,original
Ecuador,DEEPSEEK,35.41666667,65.48,variation1
Ecuador,DEEPSEEK,29.16666667,65.48,variation2
Ecuador,DEEPSEEK,71.59090909,47.38,original
Ecuador,DEEPSEEK,60.22727273,47.38,variation1
Ecuador,DEEPSEEK,57.95454545,47.38,variation2
Egypt,DEEPSEEK,22.0,24.69,original
Egypt,DEEPSEEK,29.0,29.81,original
Egypt,DEEPSEEK,25.75757576,16.1,original
Egypt,DEEPSEEK,22.91666667,27.27,original
Egypt,DEEPSEEK,37.5,27.62,original
El Salvador,DEEPSEEK,23.0,42.23,original
El Salvador,DEEPSEEK,56.0,50.3,original
El Salvador,DEEPSEEK,40.15151515,29.21,original
El Salvador,DEEPSEEK,31.25,49.04,original
El Salvador,DEEPSEEK,42.04545455,49.27,original
Equatorial Guinea,DEEPSEEK,12.0,31.46,original
Equatorial Guinea,DEEPSEEK,22.0,40.96,original
Equatorial Guinea,DEEPSEEK,22.72727273,33.62,original
Equatorial Guinea,DEEPSEEK,29.16666667,77.38,original
Equatorial Guinea,DEEPSEEK,26.13636364,49.05,original
Eritrea,DEEPSEEK,27.0,18.54,original
Eritrea,DEEPSEEK,13.0,16.92,original
Eritrea,DEEPSEEK,15.90909091,12.75,original
Eritrea,DEEPSEEK,18.75,14.26,original
Eritrea,DEEPSEEK,10.22727273,20.71,original
Estonia,DEEPSEEK,65.0,76.77,original
Estonia,DEEPSEEK,87.0,83.65,original
Estonia,DEEPSEEK,88.63636364,86.88,original
Estonia,DEEPSEEK,89.58333333,94.88,original
Estonia,DEEPSEEK,92.04545455,90.0,original
Eswatini,DEEPSEEK,28.0,41.25,original
